# MATRIZ 100X100
# 
9854 9830 8392 10115 10023 10283 10189 8977 10298 10453 10382 10149 9978 9066 10139 10350 9965 10391 10361 10978 10039 9821 9605 8937 10919 10312 10852 9747 9295 10257 10242 11184 10944 10493 9163 9512 9392 9209 10820 10125 10270 9895 9893 9754 9630 9920 11262 10065 9769 9383 9119 10728 9469 9648 8999 10339 9640 9800 9027 10710 9731 10336 10206 10225 10213 9424 9704 10586 10136 10689 9271 9613 9885 9813 10794 11036 9945 9485 10180 9770 9588 9354 9548 9330 9789 9297 10469 9018 9951 9392 9335 10767 11213 9746 9884 9970 9822 10580 9056 10868
9944 8231 8802 9902 9345 10254 9884 9706 9784 10008 10256 9775 9738 8573 10058 10421 8986 9671 10685 10252 9485 9670 9116 8937 10176 10758 10122 8690 9720 9575 9706 10538 10393 9912 8108 9083 9517 8787 9676 9199 10394 9905 9724 8682 9812 9486 10919 8961 9501 8933 9127 10198 9765 9383 8894 9446 9435 8608 9575 10505 9203 9985 9965 9525 9687 8889 9013 10660 9542 9632 8889 9651 8828 9731 10016 9933 9373 9380 9613 9081 9839 10338 8991 8619 9134 8967 10322 9231 9147 9086 8625 10867 10158 8549 9929 9848 10122 9644 9117 10580
9541 8823 7685 8896 8405 9194 8956 8101 8971 8934 10004 8460 8882 7780 8822 9097 8033 9002 8940 8685 8813 8149 8206 7782 9345 8855 9616 7964 8296 9097 9810 9316 9583 8492 7781 7953 7938 8228 9111 9146 8755 8743 9120 8044 8075 8102 9556 8629 8347 8102 8070 9226 8723 7892 7617 9269 7763 8160 7895 9112 8016 8762 8373 8557 8675 8273 8655 9129 8885 9336 7293 8727 8294 8610 8846 9505 8763 8141 8912 8264 9715 8545 7845 8086 8471 8201 9006 7286 7936 8726 8128 9836 9540 8440 8772 8031 8816 8650 7916 8859
8434 8292 8037 8743 9038 8743 7906 7943 8675 8773 9413 8395 9107 7955 9218 8423 7903 9228 9718 9016 8852 8892 8413 7723 9571 9173 8675 7810 8065 8125 9196 9489 8826 9069 8058 8104 8744 8295 8730 9140 8694 8715 7942 8233 8739 9271 9792 8208 9003 8068 8083 9362 8381 8037 7768 8494 7329 7441 7741 9612 8764 9317 8712 8641 9113 8368 8344 8761 8341 8481 6773 8845 9015 8911 8846 9452 8348 8141 8823 8900 9658 8895 7866 7806 7724 8803 8893 8707 8084 8211 7951 9576 9898 8004 9334 7908 9003 8503 8482 9807
9319 9400 8379 8746 9181 10085 9104 8415 9051 9107 10057 9307 8792 8302 9626 9706 9709 9200 9911 10136 9925 9074 8973 7910 10281 10104 9929 8881 8344 9199 9854 9976 9498 9728 8194 8504 8972 8737 9684 9499 9782 9481 8965 9456 8346 9402 11056 8265 9224 8680 8724 9454 8663 8924 8732 9549 9029 8925 8431 10112 8900 9254 9324 9427 9161 8905 8726 9588 9304 10057 8365 9038 8928 9182 10019 9684 9486 9195 9096 9282 10039 9608 8350 8247 8277 8088 9407 8106 8926 8662 8411 10014 10339 8301 9900 8929 9288 9450 8594 10026
8581 7971 7696 8697 8272 8430 8453 8618 8241 9131 9226 8051 8228 7306 8266 8186 8621 8457 8992 8697 8559 8542 8501 8047 10112 8617 8705 8011 8237 7940 9072 9775 8860 8674 7502 7966 8343 8440 9240 8844 8390 8574 8486 7899 8151 8285 9190 8273 8279 7426 7963 8813 8446 8799 7693 9266 8337 8032 8259 9522 8422 8834 8386 8317 9130 8687 8859 8634 8184 8277 8049 8196 8557 8782 8572 9629 8888 8849 8679 9155 8690 8209 7864 8085 8077 7461 8380 7676 8281 7562 7814 9377 9552 7958 8757 8859 8051 8385 7826 9235
9091 8584 8458 9244 9236 9148 9254 8852 9068 9638 9683 9132 8958 8302 10015 10236 8304 9065 10185 9807 8621 9216 9564 7972 10037 10022 9793 9357 9173 8594 8921 9851 10397 9027 8269 8448 8890 8913 9597 8654 9779 9494 9122 9479 8857 8884 10042 8663 9996 8430 8984 9978 8676 8933 8254 9556 8878 8441 8291 11102 8773 8960 8682 9321 9381 8391 8292 9242 9062 8884 8463 8960 8454 9216 9951 9790 8968 8541 8958 8726 9404 8945 8377 8794 8610 8862 9056 8625 8921 8139 7988 10593 9605 8345 9768 8934 9718 10195 8438 9722
9413 9241 8357 9433 9895 9544 9399 8941 9451 9620 9775 9736 10044 8915 9864 9705 9175 9106 10643 9589 9856 9701 8328 8361 9825 10135 9778 9158 9940 9339 9383 10582 10298 9627 8376 8832 8831 9176 10414 9501 9840 9545 9078 8654 9042 9184 10549 8884 9177 9155 8268 9928 9123 9251 8959 10034 8903 8826 9144 10358 9287 10123 9692 9597 9196 9205 8918 10492 10116 10625 8833 9778 9327 9812 9984 10693 9208 9622 10160 8910 10137 8815 8819 8494 8858 8795 10079 8754 9481 9062 8384 10558 10450 8963 9437 9557 9379 10118 8445 10832
9182 8865 8875 9172 9088 10138 8980 8124 9395 8778 10500 8527 9913 8534 9738 9013 8965 9542 10742 9304 9570 9400 8371 7972 9402 9989 10000 8509 8675 8676 9253 9647 9602 9605 8761 8838 8847 8953 9971 9890 9273 9897 9134 8546 8636 9226 9925 8842 9057 8396 8433 9444 8901 8729 8564 9196 8478 8264 8735 10161 9707 9241 9237 8939 8881 8977 9017 9753 8768 9687 7729 9431 8897 9428 9667 9847 9326 8637 9543 8936 10257 9638 9083 8148 8495 8045 9784 8973 8930 8656 8905 10478 10484 8859 10154 8898 9063 9527 8449 10005
9295 8853 8640 9645 10159 10202 9878 9158 9329 9836 10057 9653 9725 8540 9566 9890 9412 9735 10421 9332 9467 9225 9049 7813 10082 10601 10284 8940 9386 9694 9729 10252 10154 9617 8576 9051 8955 9227 10032 9487 9973 9625 9416 9277 8768 8944 10384 9010 9393 9019 8807 10528 9500 9333 9253 10166 9011 8757 9257 10045 8697 10056 9909 10165 9465 8685 9372 9512 9120 10003 8636 9557 9155 9765 9958 10272 9494 9220 9805 9493 10376 10135 8722 8651 9664 8477 9495 8874 9010 9509 8521 10710 10229 8435 9801 9759 10012 9429 8733 10422
9250 8538 9049 9459 8926 9111 8476 8767 9391 9969 9301 8960 8526 8430 9344 9364 8821 8896 9492 9998 9127 8733 8320 7812 10128 9519 8635 9300 8415 8438 8992 9882 9971 9002 8614 9298 8620 8468 9639 9363 9180 9405 8317 8447 8876 8941 10227 8786 9218 8469 8723 9232 9151 8746 7805 9646 8643 8882 7982 10065 8739 8685 9496 9380 9312 8447 8837 10248 8994 9637 8130 8985 8401 9374 9166 9801 9303 9093 9250 8956 9848 8478 7965 8579 8537 8294 9600 8506 8911 8197 8047 10154 9925 8204 9775 9718 9429 9065 8243 10381
9624 8634 8318 9521 9697 10039 9068 8620 9444 9218 9710 9524 9435 7989 9982 9603 8275 9659 9829 9800 9452 8314 9023 8171 10138 10187 9676 9132 9298 9363 9239 10686 9602 9325 8887 9161 8868 9385 10478 9323 9468 9464 8484 8638 9428 9785 10370 9495 9475 8738 9207 9140 9612 9612 8963 10311 9150 8448 8549 9932 9157 10165 9686 9296 9359 9083 8769 10025 9669 10045 8230 9658 9078 9460 9591 9926 8837 9373 9639 9470 9768 9268 8762 8084 9039 8988 9237 8481 9625 9441 8838 10544 10343 8586 9594 9250 9367 9714 8185 10506
9411 7724 7639 8916 8737 8899 8736 8176 9042 8822 9249 8747 9431 8101 9210 8686 8923 8565 9753 9545 9183 8983 7857 7683 10290 9125 8994 8093 8741 8849 9197 9749 9239 9109 7822 8416 8424 8647 9614 8808 9166 8946 8631 7574 8552 8826 9567 8431 8661 8066 8106 8837 9328 8567 8418 8931 8236 8116 8261 10028 8656 9163 9011 8437 8688 8632 8787 9423 9293 9668 7908 9122 7578 8508 9131 9665 8963 8648 9247 8718 9759 9113 7453 8152 7496 8191 9384 7772 8435 8944 8357 9345 9853 8368 9399 8478 8762 9106 8117 9425
9481 8977 8753 9666 9333 9657 9844 9636 9477 9198 10723 9590 9128 8440 9571 9431 9455 9138 10895 9787 9778 9642 9256 8938 9525 10057 10936 8637 9306 8939 9731 10631 10333 9554 8562 8700 9501 8648 10174 9446 9723 9954 9450 9613 9459 9124 10391 9055 9593 8736 9108 10360 9658 9479 9356 9642 8949 8351 9182 10110 9040 9739 8999 10050 8673 9163 9514 10053 9493 10464 8268 9326 9133 9461 9964 10200 10042 9555 9957 9395 10742 9946 9175 8569 8836 8342 9682 8278 9394 8875 8898 10852 10347 9005 10367 9193 9595 10114 8890 10162
9178 9628 7984 9426 9934 9301 9889 8975 9149 9299 9741 9509 9748 8087 9122 9632 8769 9272 9411 10176 9665 9391 8519 8133 9917 10354 9987 8895 8679 9603 9494 10884 10037 10068 8563 9216 9263 8434 10018 9273 9798 9913 8925 8971 10147 8961 11016 9173 9742 8794 8856 10201 9497 9133 8934 9668 8813 8601 8436 10027 9643 10615 9620 9438 9156 8543 9148 10435 9428 9773 8192 9597 9562 9652 10288 10526 8826 8881 9249 9522 10063 9599 8129 8850 9029 9287 9921 8587 9380 9142 8543 10542 10357 8479 9460 9480 10177 9521 8558 11013
7966 7943 7513 8026 8325 8543 8235 7578 8632 7951 8952 7962 8481 7869 8294 8622 8040 8736 8941 8381 8969 8257 7829 7074 8180 8711 9185 7879 8039 8312 8501 8823 8634 8169 7003 7506 7758 8046 8304 8848 7952 8381 7782 7680 7539 8388 9614 8115 7767 8123 7849 8869 7876 8061 8169 7761 8016 7843 8461 8731 7832 8447 8287 8189 7710 7740 8190 8428 8053 8620 7233 8107 8074 8213 8828 8557 8419 7915 7803 8086 8864 8277 7479 7404 8144 7006 8626 7776 8227 8577 7257 9460 9000 7449 8474 7359 8298 8902 7721 9395
9761 9346 9302 9890 9680 9796 9653 9509 9531 10003 10400 9276 9853 9007 10249 8988 9559 10258 10541 10320 10132 9991 9096 8489 10767 9954 9655 9599 9746 9650 9407 10986 10613 9578 9313 9151 9455 10089 10488 9951 10219 10176 9313 8404 10497 9153 10979 9420 9628 8898 9562 10422 9546 9750 9009 9979 9362 8661 9244 10547 10017 10118 10121 9527 10006 9403 9692 10997 9784 9791 8786 9901 9350 9628 10218 10438 9518 9361 9985 10864 10377 8981 9442 9215 9167 8675 9732 9805 9878 9306 8699 11400 10996 9095 10072 9685 9898 9877 9186 11212
8162 7364 7520 7794 8574 8573 7949 7966 7565 7940 8509 8230 7716 7306 9094 8765 7144 7785 8921 8649 8084 8694 7170 7247 8418 8623 8553 7815 7816 7386 8038 8341 8377 8775 7014 7723 7635 7471 8962 8401 7981 8295 7440 7947 7776 7811 8984 7463 8268 7147 7308 8310 7969 8249 7061 8116 7046 7474 7552 8513 7943 8006 8000 7863 7956 7508 7717 8318 8941 7821 7129 8168 7976 7615 8623 8684 7999 8026 7948 7943 8771 8042 7115 7731 6985 7534 8610 7300 7366 7995 7075 9176 8480 7861 8728 8085 8294 8154 7627 9060
8160 7858 7407 8338 8216 8938 8170 7864 8056 7711 9139 8705 7818 7613 8735 8734 8302 8777 9446 8841 8387 8555 7741 7844 9006 8620 8747 8210 8234 8482 8801 8806 8810 8729 7088 7797 7573 7414 8957 8601 8574 8778 8165 7729 7762 8213 9242 8007 8230 7367 7939 8646 8028 8511 7951 8784 7643 7972 8059 9681 7666 8625 8285 8297 8591 8086 8258 8636 7619 9434 8031 8010 8190 7788 8631 9208 8407 8134 8549 8391 8240 8054 7876 7499 7890 7565 8112 7050 7966 7438 7564 9261 9419 8284 9064 8051 7888 8600 6998 9151
8275 8094 7710 9380 8586 9201 8410 8201 8605 8845 8689 8150 8714 7696 9165 8669 8488 8547 9700 8717 8456 9110 7517 7667 8330 8382 8489 8019 8157 7930 8818 9472 9290 9060 7809 7495 7913 8288 8850 8692 8545 8772 8409 7363 7850 7828 9728 7683 7993 7883 7736 8691 8715 8054 7835 8388 7843 7764 8180 8733 8219 8437 8781 7806 8049 8310 8773 9194 7847 8822 7535 8537 7675 8072 8691 9303 8385 8404 8383 8304 8785 8324 7690 7768 7726 7839 8615 7368 7809 8250 8033 10064 9375 8226 8733 8189 8645 8687 7995 9201
8987 9239 7787 9247 9702 9121 9704 8582 10014 9187 9719 9272 9556 7992 9610 9223 8624 8443 9622 9621 9742 8802 8915 8029 10421 9880 9662 8670 9544 8885 9599 10087 10172 9422 7932 8990 9177 8796 10032 10169 9708 9336 8507 8842 9412 9511 10709 9040 9599 8820 8372 10150 9617 8569 8617 9111 9069 8775 8362 9954 9073 9897 8970 8825 8786 8904 8987 9914 9866 9610 8044 9046 8632 9529 10029 10151 9177 9404 9488 9065 10388 9356 8246 8810 8328 8370 9469 8939 9214 9525 8545 9701 9768 9232 9484 9016 9089 8927 8578 10597
7753 7585 7820 8006 8958 8744 8404 8102 7530 7862 8588 8559 7641 7319 9100 8444 7602 8581 9348 8470 8368 8817 7670 7619 9010 8933 8639 7701 8116 7216 8243 8670 9118 9248 7641 7782 8170 7995 9149 8894 8659 8690 7862 8388 8185 7680 9470 8353 8500 7756 7964 9065 8159 8203 8093 8267 7604 7329 7744 8550 8196 9224 8022 8250 8347 7897 7629 8044 8529 9176 7433 8556 8652 7977 8705 9277 8064 8293 8122 8798 8700 8093 7710 7371 7268 7658 8541 7402 7863 8265 8013 9233 9179 8094 9090 7904 7792 8847 7936 9400
8368 8144 8156 8906 8460 8731 8533 8087 8699 8403 8750 8335 7459 7744 8255 8728 8335 7954 9119 9225 9060 8633 7771 7386 8787 8922 8686 8169 8357 8095 8535 9261 9678 8320 7490 7601 7955 7679 9327 8361 9093 9016 8147 8765 8065 7803 8909 8823 8227 8002 7287 9499 8359 8164 7496 9137 8146 8301 8047 8843 8031 8734 8787 8763 8379 8122 8810 8819 8733 9079 7334 8567 8369 8517 8925 9443 8558 8917 8217 8236 9153 8808 8093 7702 7931 7584 8399 7617 7845 7689 8275 9568 9581 8181 9113 8599 8248 8430 7820 9658
10354 10099 9034 9452 10679 10859 10169 9247 10180 10904 10326 10601 9723 9426 10525 10805 9875 9888 11060 10462 10211 10483 9517 8776 11062 10979 10535 9471 9842 9912 10175 11521 11500 10683 8978 10149 9653 9821 10686 10453 10071 10334 9706 9978 9845 9622 11405 9969 10326 9744 9682 11030 9521 10096 8754 10127 9577 9804 9345 11335 9562 10154 10367 10350 9768 9602 10052 10911 10950 10691 9398 9792 9774 10150 11204 10951 10851 10312 10599 10530 10502 9938 9724 9378 9530 9141 10639 9326 9155 9028 9387 11531 11220 9812 10996 10519 9712 10444 8218 11370
8406 8682 8291 9129 8614 9391 9045 8727 8322 8873 9528 8751 8657 7624 8574 9087 8745 8767 9083 8688 8814 8366 7979 8157 9158 9662 8936 8308 8360 8758 8822 9621 8961 9278 7716 8569 7683 8177 8780 8689 9072 8843 8535 8259 8240 8891 9938 8034 8254 8147 8804 9370 8564 8920 8386 9603 8602 7563 8350 9495 8484 9117 8824 8810 9178 8373 8475 9534 7835 9572 8155 8618 8373 9203 9013 9693 8704 8532 9094 9209 9437 9355 8275 7892 8675 8349 9146 7846 8952 7981 8168 10074 9570 8551 8806 9073 8581 8937 7806 10415
8673 8881 8239 8402 8550 9050 8383 8065 8648 9135 9134 8278 8719 8125 8686 8468 8551 9351 8857 9577 8887 8428 8624 7524 9961 8777 9366 8750 8297 8363 9561 9951 9308 8612 8034 8743 8419 8117 9393 9223 8671 8411 8567 7991 8358 9130 9768 8828 9055 8437 8763 8702 9155 9000 8178 9070 8249 8290 8008 9820 8499 9320 8530 8660 8207 8119 8491 8690 8590 8900 7434 8226 9101 8770 9928 9764 8598 8348 8800 8817 9177 8198 7388 8095 8235 7882 8458 7952 8388 8524 8131 9150 9355 7720 9513 8568 8858 9213 8026 9626
8630 8879 8683 8579 8880 9621 8908 8071 9153 8631 10040 8836 9367 8056 9161 8879 9211 9399 9533 9215 9818 9229 8814 8121 8952 9040 9953 8566 9188 8531 9403 10277 9429 8990 8419 8082 8731 8386 9681 9075 9656 9588 8104 8409 9106 8827 10139 8331 8919 8615 8347 9765 8534 8731 8701 9000 8727 8310 8374 9842 8967 9313 8829 9427 8551 8244 8852 9309 8619 9737 8087 9256 8871 8630 9381 9755 9099 8764 9966 9164 9844 9200 8806 8848 8506 9123 9316 8216 8682 8618 8380 10606 10092 8460 9468 8620 8951 9164 8621 10091
8456 8481 7575 8780 8942 8975 8584 8259 8921 8565 9878 8292 8393 7716 8957 9010 8085 8906 9680 9129 8622 9296 8463 7822 9489 8584 9376 8305 8405 8510 8789 9557 9495 8914 7592 8417 8609 8158 10012 9325 8952 9207 7983 7884 8809 8637 9730 8290 8739 8841 7668 8501 8214 8122 8630 8963 8713 7729 7788 9150 8771 9098 8396 7972 8608 8451 8268 9568 8549 8969 7667 8382 7762 8711 8684 9423 8156 8660 8923 8868 8930 8829 8428 7376 8092 7818 9001 8389 8368 8044 8228 10312 9741 8202 8935 8797 8647 8348 7767 9236
8789 8238 7306 8645 8490 9155 8637 8177 8574 8299 9239 8174 8305 7336 8769 8702 8166 8524 9666 9046 8649 8061 8160 7960 9516 9326 9214 8105 8021 8841 8503 9759 8843 9005 8083 8487 7977 7942 8851 8728 8793 8771 8541 7970 8175 8100 9765 8079 8612 8100 8037 9274 8091 8365 8164 8898 7839 7447 8826 9475 7718 8969 8570 8385 8529 7945 8833 8960 8326 9029 6905 8671 8677 8964 9370 8880 8342 8215 8205 8716 8679 8353 7086 8306 8252 7672 8588 7045 8438 7688 7504 9667 9200 7932 8605 7829 8742 8700 7361 9181
8217 7728 7152 8102 8389 8199 8131 7373 8296 8993 8564 8564 8174 7802 8071 8292 8356 8231 8841 8973 8883 8335 7653 7316 9207 8473 8358 7971 7791 7879 8869 9080 9133 9018 7345 8091 8157 7990 8778 8332 8596 8676 8029 7857 8362 7620 9028 8298 8251 7218 7288 8615 7973 8377 8113 8515 8123 7897 7383 8913 8331 8115 8461 7961 8054 7523 8716 8891 8553 9132 7442 7978 7980 7791 8629 9517 9060 8935 8002 8239 8569 8131 8038 7625 7404 7677 8197 7171 7564 8451 8095 8524 9149 8255 8819 8348 7894 8611 8187 9175
9805 9417 8521 10066 9585 9783 10045 9519 9587 10104 10094 10167 9992 8938 9974 10020 8751 10039 10507 10192 9929 9030 9776 8986 10791 10649 10257 9499 9661 9885 9877 10529 10691 9809 8553 10107 9129 9119 10420 9872 10105 9718 9161 9836 9658 9567 11386 9560 10070 9273 9479 10767 9774 9811 9189 10548 9213 8963 9196 10697 9558 10539 10235 9404 9596 9504 9385 10451 10221 10523 8327 9769 9792 9879 10370 11064 9303 9458 9496 10191 10500 9705 8973 9142 9503 9355 9412 9244 9664 9521 9230 10663 10347 9246 9877 9821 9637 10575 9395 10827
9131 8255 8087 9038 8759 9182 9535 8251 10204 9541 9888 8727 9349 8832 9169 9478 9005 8915 9374 9156 9692 8779 8229 7516 9809 8984 9466 8899 8978 9581 8776 9802 10321 8814 7831 9134 8673 9161 9365 8939 9111 8969 8380 8596 9133 8623 9804 9114 8881 8253 9004 9592 9013 9272 8188 9347 9012 8311 8083 9587 8494 9081 8758 8982 8881 9006 8849 9729 9668 9227 8588 9238 8465 8936 9296 9908 9089 9034 9393 9318 9741 9370 8293 8345 8935 8335 9643 8365 8917 8992 8403 9974 10125 8533 9685 9645 8728 9194 7862 9794
9493 8484 8418 9169 9463 9569 9831 8996 9554 9251 10121 9071 9506 8513 9923 9267 8965 10007 10299 10499 9298 9218 8605 8505 10148 10267 10328 9109 9885 9079 9689 10513 10269 9597 8111 9154 8768 8395 10171 9312 9741 9138 8998 8569 9652 9121 9932 9379 8734 8748 8105 9702 9417 9612 9233 10281 9133 8285 9638 10471 9025 9939 9150 9154 8860 8966 9366 10424 9505 9966 8601 9091 9336 9675 10089 10781 9318 9171 8981 9481 9873 10020 8811 9108 8567 8730 9497 8273 9501 8839 8778 10455 10308 8915 10446 9580 9383 9124 8703 10103
10662 9945 9050 10848 10050 9888 10456 9702 10237 10379 11711 9579 10236 8690 10508 10968 9978 9968 10861 10488 9947 9923 9599 9362 11244 10436 10859 9508 9703 9721 9883 11098 12024 10477 9785 9864 10000 9353 10403 10325 11064 10615 9872 9708 10438 10170 11266 10136 10072 10033 9319 10917 10496 9750 9837 10667 9361 9111 9780 11034 9341 9866 10439 10214 9713 9628 9545 11431 10589 10684 9194 9857 9422 10027 11020 10976 10232 10544 11048 10344 11201 10261 9580 9563 9517 9526 10192 8708 10122 9482 8846 11828 10713 9899 10437 10556 9985 9673 9635 10907
9813 9305 8713 10310 10448 10510 9971 8691 10054 10138 10577 9975 9973 9466 10857 10027 9415 10122 10798 10588 9684 9531 9340 8972 11056 10792 10373 9430 10166 9751 10280 10409 10737 10358 8785 10003 9426 9241 10362 10176 11194 10270 9295 8841 9207 9643 11417 9744 10164 9277 9003 10910 9587 9746 9366 10338 9301 9151 9362 11190 9333 10623 9880 10277 9909 9319 9612 10292 9807 10770 9470 9357 9729 9474 10518 10912 9480 10156 10195 9774 10294 9949 9469 8823 9382 9203 10057 8865 9600 9654 9267 10903 10725 9804 10028 9493 9597 10129 9174 11147
8606 7458 7448 8746 7701 8320 8174 7464 8719 8178 9215 7622 8139 6696 8074 8401 8199 8534 8925 8696 8158 8265 7463 7598 9206 8158 8306 7503 8501 7961 7922 9189 8549 8121 7558 7481 8381 7697 8590 8534 8811 8632 7955 7687 8188 8110 9348 7698 8071 7782 7492 8840 7884 8187 6856 8141 7842 7620 8147 8726 8142 8668 8660 7455 8612 8010 8244 9110 8409 8201 6887 7863 8390 8221 8615 8599 7734 8067 8515 8157 8589 8420 7913 7744 7386 8008 8176 8009 8474 7642 8006 9276 8643 8015 8489 8022 8626 8061 8128 8712
